Fecha,Precio
9/10/2018,"69,78"
8/10/2018,"68,01"
7/10/2018,"56,61"
6/10/2018,"68,30"
5/10/2018,"72,95"
4/10/2018,"73,88"
3/10/2018,"71,28"
2/10/2018,"66,17"
1/10/2018,"64,42"
30/9/2018,"69,20"
29/9/2018,"70,07"
28/9/2018,"75,92"
27/9/2018,"73,12"
26/9/2018,"71,12"
25/9/2018,"68,13"
24/9/2018,"65,72"
23/9/2018,"69,48"
22/9/2018,"72,07"
21/9/2018,"73,24"
20/9/2018,"74,45"
19/9/2018,"75,93"
18/9/2018,"74,84"
17/9/2018,"72,37"
16/9/2018,"71,01"
15/9/2018,"70,45"
14/9/2018,"73,00"
13/9/2018,"74,76"
12/9/2018,"75,39"
11/9/2018,"71,79"
10/9/2018,"72,44"
9/9/2018,"70,87"
8/9/2018,"69,19"
7/9/2018,"68,05"
6/9/2018,"71,04"
5/9/2018,"74,58"
4/9/2018,"71,31"
3/9/2018,"70,44"
2/9/2018,"64,08"
1/9/2018,"64,13"
31/8/2018,"68,53"
30/8/2018,"69,66"
29/8/2018,"70,99"
28/8/2018,"67,67"
27/8/2018,"66,56"
26/8/2018,"64,67"
25/8/2018,"62,19"
24/8/2018,"64,61"
23/8/2018,"67,69"
22/8/2018,"68,52"
21/8/2018,"66,14"
20/8/2018,"62,94"
19/8/2018,"56,63"
18/8/2018,"57,22"
17/8/2018,"60,77"
16/8/2018,"64,13"
15/8/2018,"59,38"
14/8/2018,"61,48"
13/8/2018,"63,49"
12/8/2018,"61,33"
11/8/2018,"63,47"
10/8/2018,"62,15"
9/8/2018,"62,27"
8/8/2018,"64,91"
7/8/2018,"64,16"
6/8/2018,"68,51"
5/8/2018,"63,99"
4/8/2018,"65,42"
3/8/2018,"67,89"
2/8/2018,"64,11"
1/8/2018,"62,66"
31/7/2018,"65,41"
30/7/2018,"64,37"
29/7/2018,"59,48"
28/7/2018,"63,60"
27/7/2018,"64,57"
26/7/2018,"66,02"
25/7/2018,"64,76"
24/7/2018,"64,87"
23/7/2018,"63,10"
22/7/2018,"59,67"
21/7/2018,"61,61"
20/7/2018,"61,80"
19/7/2018,"64,33"
18/7/2018,"63,20"
17/7/2018,"63,08"
16/7/2018,"60,32"
15/7/2018,"59,37"
14/7/2018,"62,20"
13/7/2018,"63,24"
12/7/2018,"63,87"
11/7/2018,"60,78"
10/7/2018,"60,69"
9/7/2018,"61,07"
8/7/2018,"57,57"
7/7/2018,"60,69"
6/7/2018,"60,49"
5/7/2018,"59,15"
4/7/2018,"61,00"
3/7/2018,"61,21"
2/7/2018,"60,62"
1/7/2018,"56,26"
30/6/2018,"58,77"
29/6/2018,"61,78"
28/6/2018,"61,77"
27/6/2018,"62,56"
26/6/2018,"62,68"
25/6/2018,"61,51"
24/6/2018,"59,27"
23/6/2018,"56,74"
22/6/2018,"59,75"
21/6/2018,"60,86"
20/6/2018,"61,50"
19/6/2018,"54,58"
18/6/2018,"54,67"
17/6/2018,"44,86"
16/6/2018,"52,83"
15/6/2018,"57,74"
14/6/2018,"57,84"
13/6/2018,"52,86"
12/6/2018,"54,90"
11/6/2018,"59,00"
10/6/2018,"55,91"
9/6/2018,"58,76"
8/6/2018,"62,08"
7/6/2018,"62,63"
6/6/2018,"62,51"
5/6/2018,"58,78"
4/6/2018,"57,92"
3/6/2018,"54,74"
2/6/2018,"60,72"
1/6/2018,"63,30"
31/5/2018,"62,57"
30/5/2018,"65,11"
29/5/2018,"65,46"
28/5/2018,"62,03"
27/5/2018,"60,10"
26/5/2018,"61,11"
25/5/2018,"64,74"
24/5/2018,"64,17"
23/5/2018,"64,91"
22/5/2018,"63,44"
21/5/2018,"62,68"
20/5/2018,"59,16"
19/5/2018,"60,39"
18/5/2018,"57,24"
17/5/2018,"54,01"
16/5/2018,"51,49"
15/5/2018,"49,85"
14/5/2018,"52,38"
13/5/2018,"34,23"
12/5/2018,"44,05"
11/5/2018,"58,70"
10/5/2018,"52,74"
9/5/2018,"55,72"
8/5/2018,"56,75"
7/5/2018,"56,43"
6/5/2018,"47,60"
5/5/2018,"45,36"
4/5/2018,"42,16"
3/5/2018,"42,87"
2/5/2018,"45,24"
1/5/2018,"39,67"
30/4/2018,"42,17"
29/4/2018,"27,21"
28/4/2018,"43,85"
27/4/2018,"49,72"
26/4/2018,"46,33"
25/4/2018,"45,94"
24/4/2018,"48,35"
23/4/2018,"50,23"
22/4/2018,"41,04"
21/4/2018,"38,37"
20/4/2018,"40,29"
19/4/2018,"46,35"
18/4/2018,"51,44"
17/4/2018,"51,75"
16/4/2018,"48,11"
15/4/2018,"37,90"
14/4/2018,"50,10"
13/4/2018,"58,97"
12/4/2018,"47,93"
11/4/2018,"40,64"
10/4/2018,"46,31"
9/4/2018,"49,61"
8/4/2018,"33,76"
7/4/2018,"41,41"
6/4/2018,"37,80"
5/4/2018,"48,13"
4/4/2018,"31,03"
3/4/2018,"31,08"
2/4/2018,"28,39"
1/4/2018,"25,94"
31/3/2018,"12,60"
30/3/2018,"4,50"
29/3/2018,"27,73"
28/3/2018,"44,22"
27/3/2018,"46,78"
26/3/2018,"50,20"
25/3/2018,"43,12"
24/3/2018,"22,91"
23/3/2018,"46,53"
22/3/2018,"54,10"
21/3/2018,"45,49"
20/3/2018,"38,76"
19/3/2018,"45,56"
18/3/2018,"39,38"
17/3/2018,"45,61"
16/3/2018,"45,39"
15/3/2018,"33,52"
14/3/2018,"37,96"
13/3/2018,"48,50"
12/3/2018,"38,61"
11/3/2018,"7,64"
10/3/2018,"31,96"
9/3/2018,"43,13"
8/3/2018,"48,00"
7/3/2018,"51,35"
6/3/2018,"49,93"
5/3/2018,"50,99"
4/3/2018,"44,51"
3/3/2018,"44,53"
2/3/2018,"50,61"
1/3/2018,"51,60"
28/2/2018,"57,55"
27/2/2018,"64,10"
26/2/2018,"58,79"
25/2/2018,"57,96"
24/2/2018,"59,43"
23/2/2018,"57,65"
22/2/2018,"53,42"
21/2/2018,"49,75"
20/2/2018,"52,29"
19/2/2018,"56,59"
18/2/2018,"51,03"
17/2/2018,"50,93"
16/2/2018,"59,95"
15/2/2018,"54,86"
14/2/2018,"48,41"
13/2/2018,"51,75"
12/2/2018,"55,55"
11/2/2018,"49,17"
10/2/2018,"51,22"
9/2/2018,"60,92"
8/2/2018,"62,88"
7/2/2018,"56,20"
6/2/2018,"53,79"
5/2/2018,"55,45"
4/2/2018,"52,70"
3/2/2018,"49,24"
2/2/2018,"50,79"
1/2/2018,"54,33"
31/1/2018,"57,07"
30/1/2018,"53,98"
29/1/2018,"54,70"
28/1/2018,"48,93"
27/1/2018,"48,58"
26/1/2018,"48,86"
25/1/2018,"53,41"
24/1/2018,"56,54"
23/1/2018,"57,96"
22/1/2018,"53,74"
21/1/2018,"43,16"
20/1/2018,"47,59"
19/1/2018,"55,11"
18/1/2018,"57,60"
17/1/2018,"52,56"
16/1/2018,"51,68"
15/1/2018,"57,99"
14/1/2018,"53,17"
13/1/2018,"55,32"
12/1/2018,"60,04"
11/1/2018,"51,11"
10/1/2018,"53,92"
9/1/2018,"58,59"
8/1/2018,"65,11"
7/1/2018,"44,75"
6/1/2018,"45,84"
5/1/2018,"42,20"
4/1/2018,"36,55"
3/1/2018,"37,95"
2/1/2018,"37,69"
1/1/2018,"7,64"
31/12/2017,"16,15"
30/12/2017,"35,29"
29/12/2017,"46,82"
28/12/2017,"47,07"
27/12/2017,"40,69"
26/12/2017,"45,41"
25/12/2017,"47,18"
24/12/2017,"52,18"
23/12/2017,"54,90"
22/12/2017,"60,03"
21/12/2017,"65,58"
20/12/2017,"66,43"
19/12/2017,"63,32"
18/12/2017,"64,86"
17/12/2017,"55,66"
16/12/2017,"57,58"
15/12/2017,"58,86"
14/12/2017,"61,22"
13/12/2017,"69,53"
12/12/2017,"69,01"
11/12/2017,"50,17"
10/12/2017,"48,86"
9/12/2017,"68,43"
8/12/2017,"66,20"
7/12/2017,"71,07"
6/12/2017,"75,70"
5/12/2017,"76,54"
4/12/2017,"72,37"
3/12/2017,"61,09"
2/12/2017,"61,60"
1/12/2017,"66,33"
30/11/2017,"69,56"
29/11/2017,"68,63"
28/11/2017,"69,57"
27/11/2017,"66,32"
26/11/2017,"56,07"
25/11/2017,"55,60"
24/11/2017,"61,18"
23/11/2017,"57,33"
22/11/2017,"59,17"
21/11/2017,"64,75"
20/11/2017,"67,60"
19/11/2017,"59,74"
18/11/2017,"59,94"
17/11/2017,"67,10"
16/11/2017,"67,07"
15/11/2017,"64,60"
14/11/2017,"57,87"
13/11/2017,"52,03"
12/11/2017,"51,73"
11/11/2017,"56,11"
10/11/2017,"58,34"
9/11/2017,"57,43"
8/11/2017,"57,45"
7/11/2017,"58,00"
6/11/2017,"54,65"
5/11/2017,"40,21"
4/11/2017,"53,91"
3/11/2017,"58,67"
2/11/2017,"56,27"
1/11/2017,"48,80"
31/10/2017,"56,87"
30/10/2017,"50,88"
29/10/2017,"46,79"
28/10/2017,"50,26"
27/10/2017,"57,71"
26/10/2017,"60,04"
25/10/2017,"62,59"
24/10/2017,"61,40"
23/10/2017,"61,75"
22/10/2017,"53,28"
21/10/2017,"53,30"
20/10/2017,"55,50"
19/10/2017,"61,37"
18/10/2017,"58,62"
17/10/2017,"58,41"
16/10/2017,"54,17"
15/10/2017,"50,50"
14/10/2017,"60,17"
13/10/2017,"61,87"
12/10/2017,"60,01"
11/10/2017,"63,77"
10/10/2017,"64,58"
9/10/2017,"60,65"
8/10/2017,"53,98"
7/10/2017,"53,27"
6/10/2017,"51,67"
5/10/2017,"57,84"
4/10/2017,"57,52"
3/10/2017,"56,69"
2/10/2017,"54,82"
1/10/2017,"50,09"
30/9/2017,"52,78"
29/9/2017,"54,08"
28/9/2017,"54,21"
27/9/2017,"54,95"
26/9/2017,"52,33"
25/9/2017,"51,62"
24/9/2017,"49,16"
23/9/2017,"50,78"
22/9/2017,"50,43"
21/9/2017,"52,12"
20/9/2017,"53,86"
19/9/2017,"52,02"
18/9/2017,"48,10"
17/9/2017,"48,46"
16/9/2017,"48,64"
15/9/2017,"46,31"
14/9/2017,"47,68"
13/9/2017,"50,12"
12/9/2017,"49,76"
11/9/2017,"45,87"
10/9/2017,"37,25"
9/9/2017,"40,41"
8/9/2017,"50,64"
7/9/2017,"48,12"
6/9/2017,"47,86"
5/9/2017,"51,27"
4/9/2017,"49,25"
3/9/2017,"46,94"
2/9/2017,"42,75"
1/9/2017,"46,81"
31/8/2017,"47,07"
30/8/2017,"51,59"
29/8/2017,"53,28"
28/8/2017,"51,96"
27/8/2017,"48,37"
26/8/2017,"49,73"
25/8/2017,"51,14"
24/8/2017,"49,39"
23/8/2017,"50,19"
22/8/2017,"50,81"
21/8/2017,"48,76"
20/8/2017,"40,81"
19/8/2017,"43,75"
18/8/2017,"46,86"
17/8/2017,"48,33"
16/8/2017,"48,44"
15/8/2017,"42,67"
14/8/2017,"44,25"
13/8/2017,"41,90"
12/8/2017,"43,22"
11/8/2017,"43,05"
10/8/2017,"44,08"
9/8/2017,"45,71"
8/8/2017,"46,57"
7/8/2017,"47,82"
6/8/2017,"41,28"
5/8/2017,"46,53"
4/8/2017,"50,39"
3/8/2017,"51,42"
2/8/2017,"51,31"
1/8/2017,"50,53"
31/7/2017,"48,01"
30/7/2017,"44,77"
29/7/2017,"49,06"
28/7/2017,"50,74"
27/7/2017,"53,82"
26/7/2017,"50,44"
25/7/2017,"46,96"
24/7/2017,"47,67"
23/7/2017,"46,74"
22/7/2017,"48,74"
21/7/2017,"48,57"
20/7/2017,"48,79"
19/7/2017,"49,20"
18/7/2017,"49,30"
17/7/2017,"49,24"
16/7/2017,"47,04"
15/7/2017,"47,23"
14/7/2017,"49,21"
13/7/2017,"53,11"
12/7/2017,"50,12"
11/7/2017,"50,23"
10/7/2017,"48,84"
9/7/2017,"46,78"
8/7/2017,"48,27"
7/7/2017,"50,20"
6/7/2017,"52,25"
5/7/2017,"48,65"
4/7/2017,"49,04"
3/7/2017,"47,36"
2/7/2017,"42,67"
1/7/2017,"44,60"
30/6/2017,"45,06"
29/6/2017,"44,44"
28/6/2017,"43,66"
27/6/2017,"51,29"
26/6/2017,"54,64"
25/6/2017,"47,85"
24/6/2017,"51,96"
23/6/2017,"52,80"
22/6/2017,"55,99"
21/6/2017,"56,84"
20/6/2017,"54,21"
19/6/2017,"53,03"
18/6/2017,"50,36"
17/6/2017,"50,22"
16/6/2017,"51,02"
15/6/2017,"53,71"
14/6/2017,"53,79"
13/6/2017,"50,53"
12/6/2017,"48,89"
11/6/2017,"44,27"
10/6/2017,"49,36"
9/6/2017,"51,20"
8/6/2017,"48,12"
7/6/2017,"49,54"
6/6/2017,"47,26"
5/6/2017,"47,24"
4/6/2017,"42,87"
3/6/2017,"48,47"
2/6/2017,"52,75"
1/6/2017,"55,20"
31/5/2017,"53,69"
30/5/2017,"53,08"
29/5/2017,"52,36"
28/5/2017,"44,66"
27/5/2017,"47,68"
26/5/2017,"52,52"
25/5/2017,"53,07"
24/5/2017,"47,92"
23/5/2017,"46,35"
22/5/2017,"48,61"
21/5/2017,"40,27"
20/5/2017,"45,92"
19/5/2017,"46,37"
18/5/2017,"43,58"
17/5/2017,"47,87"
16/5/2017,"52,00"
15/5/2017,"49,11"
14/5/2017,"44,13"
13/5/2017,"42,56"
12/5/2017,"43,11"
11/5/2017,"40,98"
10/5/2017,"47,24"
9/5/2017,"51,34"
8/5/2017,"48,60"
7/5/2017,"45,86"
6/5/2017,"41,12"
5/5/2017,"43,26"
4/5/2017,"48,36"
3/5/2017,"49,25"
2/5/2017,"51,73"
1/5/2017,"37,88"
30/4/2017,"16,90"
29/4/2017,"45,84"
28/4/2017,"48,02"
27/4/2017,"44,92"
26/4/2017,"47,28"
25/4/2017,"50,15"
24/4/2017,"53,73"
23/4/2017,"48,24"
22/4/2017,"46,23"
21/4/2017,"44,17"
20/4/2017,"40,46"
19/4/2017,"39,24"
18/4/2017,"43,10"
17/4/2017,"47,99"
16/4/2017,"40,08"
15/4/2017,"42,11"
14/4/2017,"45,30"
13/4/2017,"48,18"
12/4/2017,"51,86"
11/4/2017,"47,90"
10/4/2017,"47,10"
9/4/2017,"43,10"
8/4/2017,"47,94"
7/4/2017,"45,21"
6/4/2017,"37,96"
5/4/2017,"38,45"
4/4/2017,"45,01"
3/4/2017,"48,51"
2/4/2017,"33,82"
1/4/2017,"31,86"
31/3/2017,"41,94"
30/3/2017,"45,46"
29/3/2017,"48,57"
28/3/2017,"48,43"
27/3/2017,"44,80"
26/3/2017,"35,33"
25/3/2017,"40,14"
24/3/2017,"52,00"
23/3/2017,"45,22"
22/3/2017,"38,08"
21/3/2017,"45,78"
20/3/2017,"47,20"
19/3/2017,"44,49"
18/3/2017,"43,36"
17/3/2017,"46,46"
16/3/2017,"45,17"
15/3/2017,"44,03"
14/3/2017,"38,63"
13/3/2017,"32,67"
12/3/2017,"21,31"
11/3/2017,"46,00"
10/3/2017,"48,73"
9/3/2017,"49,46"
8/3/2017,"49,31"
7/3/2017,"48,38"
6/3/2017,"42,16"
5/3/2017,"28,81"
4/3/2017,"36,43"
3/3/2017,"40,67"
2/3/2017,"51,08"
1/3/2017,"48,58"
28/2/2017,"40,09"
27/2/2017,"44,40"
26/2/2017,"47,80"
25/2/2017,"50,11"
24/2/2017,"50,50"
23/2/2017,"55,16"
22/2/2017,"52,38"
21/2/2017,"51,41"
20/2/2017,"52,74"
19/2/2017,"46,23"
18/2/2017,"54,12"
17/2/2017,"59,56"
16/2/2017,"57,25"
15/2/2017,"56,58"
14/2/2017,"56,17"
13/2/2017,"51,39"
12/2/2017,"42,78"
11/2/2017,"54,05"
10/2/2017,"64,47"
9/2/2017,"61,11"
8/2/2017,"55,43"
7/2/2017,"55,46"
6/2/2017,"49,66"
5/2/2017,"29,76"
4/2/2017,"44,25"
3/2/2017,"47,77"
2/2/2017,"49,02"
1/2/2017,"69,09"
31/1/2017,"73,27"
30/1/2017,"70,81"
29/1/2017,"62,30"
28/1/2017,"61,42"
27/1/2017,"75,93"
26/1/2017,"87,88"
25/1/2017,"91,88"
24/1/2017,"87,90"
23/1/2017,"83,85"
22/1/2017,"72,07"
21/1/2017,"79,01"
20/1/2017,"88,00"
19/1/2017,"85,79"
18/1/2017,"78,83"
17/1/2017,"72,39"
16/1/2017,"68,48"
15/1/2017,"61,44"
14/1/2017,"65,00"
13/1/2017,"68,13"
12/1/2017,"75,28"
11/1/2017,"72,89"
10/1/2017,"65,67"
9/1/2017,"70,30"
8/1/2017,"59,98"
7/1/2017,"65,11"
6/1/2017,"64,63"
5/1/2017,"64,78"
4/1/2017,"66,29"
3/1/2017,"65,61"
2/1/2017,"60,20"
1/1/2017,"51,09"
31/12/2016,"58,95"
30/12/2016,"62,59"
29/12/2016,"58,43"
28/12/2016,"58,90"
27/12/2016,"61,93"
26/12/2016,"53,92"
25/12/2016,"49,66"
24/12/2016,"56,89"
23/12/2016,"65,09"
22/12/2016,"66,31"
21/12/2016,"64,64"
20/12/2016,"64,60"
19/12/2016,"64,44"
18/12/2016,"53,65"
17/12/2016,"55,63"
16/12/2016,"63,92"
15/12/2016,"66,92"
14/12/2016,"64,20"
13/12/2016,"66,47"
12/12/2016,"65,03"
11/12/2016,"60,85"
10/12/2016,"57,77"
9/12/2016,"55,75"
8/12/2016,"54,26"
7/12/2016,"63,08"
6/12/2016,"64,10"
5/12/2016,"60,81"
4/12/2016,"48,35"
3/12/2016,"56,85"
2/12/2016,"66,43"
1/12/2016,"64,64"
30/11/2016,"57,30"
29/11/2016,"65,38"
28/11/2016,"62,08"
27/11/2016,"51,17"
26/11/2016,"48,37"
25/11/2016,"55,58"
24/11/2016,"56,69"
23/11/2016,"57,45"
22/11/2016,"62,75"
21/11/2016,"44,16"
20/11/2016,"40,66"
19/11/2016,"53,29"
18/11/2016,"58,30"
17/11/2016,"62,23"
16/11/2016,"63,71"
15/11/2016,"59,50"
14/11/2016,"55,16"
13/11/2016,"52,65"
12/11/2016,"59,11"
11/11/2016,"61,23"
10/11/2016,"60,23"
9/11/2016,"52,28"
8/11/2016,"54,97"
7/11/2016,"57,63"
6/11/2016,"44,64"
5/11/2016,"51,07"
4/11/2016,"61,28"
3/11/2016,"63,64"
2/11/2016,"61,34"
1/11/2016,"50,13"
31/10/2016,"53,81"
30/10/2016,"51,15"
29/10/2016,"53,62"
28/10/2016,"56,61"
27/10/2016,"56,48"
26/10/2016,"60,41"
25/10/2016,"59,24"
24/10/2016,"54,59"
23/10/2016,"40,78"
22/10/2016,"52,21"
21/10/2016,"59,47"
20/10/2016,"59,65"
19/10/2016,"59,29"
18/10/2016,"57,58"
17/10/2016,"59,32"
16/10/2016,"45,61"
15/10/2016,"45,64"
14/10/2016,"54,85"
13/10/2016,"57,60"
12/10/2016,"51,50"
11/10/2016,"56,84"
10/10/2016,"53,74"
9/10/2016,"42,97"
8/10/2016,"48,55"
7/10/2016,"54,84"
6/10/2016,"52,35"
5/10/2016,"50,13"
4/10/2016,"52,55"
3/10/2016,"48,59"
2/10/2016,"43,77"
1/10/2016,"44,01"
30/9/2016,"45,46"
29/9/2016,"43,54"
28/9/2016,"43,28"
27/9/2016,"44,06"
26/9/2016,"46,55"
25/9/2016,"37,94"
24/9/2016,"41,57"
23/9/2016,"46,61"
22/9/2016,"46,87"
21/9/2016,"45,66"
20/9/2016,"43,79"
19/9/2016,"41,90"
18/9/2016,"35,66"
17/9/2016,"39,83"
16/9/2016,"41,30"
15/9/2016,"43,66"
14/9/2016,"42,41"
13/9/2016,"42,98"
12/9/2016,"43,82"
11/9/2016,"40,58"
10/9/2016,"42,87"
9/9/2016,"46,22"
8/9/2016,"44,49"
7/9/2016,"48,75"
6/9/2016,"48,17"
5/9/2016,"47,12"
4/9/2016,"41,58"
3/9/2016,"42,77"
2/9/2016,"45,58"
1/9/2016,"42,62"
31/8/2016,"43,85"
30/8/2016,"43,02"
29/8/2016,"41,52"
28/8/2016,"40,66"
27/8/2016,"41,37"
26/8/2016,"41,67"
25/8/2016,"41,45"
24/8/2016,"41,85"
23/8/2016,"41,35"
22/8/2016,"41,38"
21/8/2016,"37,03"
20/8/2016,"39,39"
19/8/2016,"42,21"
18/8/2016,"43,56"
17/8/2016,"43,48"
16/8/2016,"44,86"
15/8/2016,"41,28"
14/8/2016,"38,85"
13/8/2016,"41,43"
12/8/2016,"42,12"
11/8/2016,"38,93"
10/8/2016,"35,83"
9/8/2016,"39,83"
8/8/2016,"42,17"
7/8/2016,"32,75"
6/8/2016,"38,91"
5/8/2016,"41,18"
4/8/2016,"43,25"
3/8/2016,"44,91"
2/8/2016,"42,60"
1/8/2016,"43,12"
31/7/2016,"36,28"
30/7/2016,"41,14"
29/7/2016,"43,77"
28/7/2016,"42,42"
27/7/2016,"41,66"
26/7/2016,"40,81"
25/7/2016,"40,28"
24/7/2016,"37,59"
23/7/2016,"39,25"
22/7/2016,"40,20"
21/7/2016,"44,18"
20/7/2016,"41,70"
19/7/2016,"41,17"
18/7/2016,"41,95"
17/7/2016,"39,99"
16/7/2016,"39,47"
15/7/2016,"38,65"
14/7/2016,"36,99"
13/7/2016,"38,37"
12/7/2016,"41,09"
11/7/2016,"42,35"
10/7/2016,"39,15"
9/7/2016,"41,36"
8/7/2016,"42,22"
7/7/2016,"43,28"
6/7/2016,"41,89"
5/7/2016,"41,99"
4/7/2016,"40,70"
3/7/2016,"33,82"
2/7/2016,"39,32"
1/7/2016,"43,31"
30/6/2016,"45,45"
29/6/2016,"45,49"
28/6/2016,"43,12"
27/6/2016,"37,63"
26/6/2016,"24,80"
25/6/2016,"34,83"
24/6/2016,"37,81"
23/6/2016,"38,77"
22/6/2016,"38,44"
21/6/2016,"41,94"
20/6/2016,"41,21"
19/6/2016,"30,17"
18/6/2016,"35,32"
17/6/2016,"44,04"
16/6/2016,"36,32"
15/6/2016,"31,58"
14/6/2016,"36,94"
13/6/2016,"35,96"
12/6/2016,"36,77"
11/6/2016,"38,71"
10/6/2016,"40,03"
9/6/2016,"41,46"
8/6/2016,"42,53"
7/6/2016,"45,90"
6/6/2016,"44,37"
5/6/2016,"39,75"
4/6/2016,"39,72"
3/6/2016,"40,56"
2/6/2016,"39,87"
1/6/2016,"37,42"
31/5/2016,"37,60"
30/5/2016,"35,32"
29/5/2016,"12,68"
28/5/2016,"23,75"
27/5/2016,"36,03"
26/5/2016,"36,42"
25/5/2016,"34,68"
24/5/2016,"32,06"
23/5/2016,"30,61"
22/5/2016,"9,42"
21/5/2016,"20,09"
20/5/2016,"31,40"
19/5/2016,"31,28"
18/5/2016,"31,61"
17/5/2016,"32,26"
16/5/2016,"23,57"
15/5/2016,"10,38"
14/5/2016,"10,76"
13/5/2016,"18,92"
12/5/2016,"23,78"
11/5/2016,"28,06"
10/5/2016,"30,48"
9/5/2016,"22,99"
8/5/2016,"5,46"
7/5/2016,"20,71"
6/5/2016,"36,10"
5/5/2016,"36,27"
4/5/2016,"31,54"
3/5/2016,"26,10"
2/5/2016,"24,82"
1/5/2016,"13,56"
30/4/2016,"24,99"
29/4/2016,"31,84"
28/4/2016,"31,70"
27/4/2016,"32,56"
26/4/2016,"29,63"
25/4/2016,"26,12"
24/4/2016,"11,45"
23/4/2016,"22,53"
22/4/2016,"35,10"
21/4/2016,"30,87"
20/4/2016,"29,04"
19/4/2016,"20,83"
18/4/2016,"26,14"
17/4/2016,"19,12"
16/4/2016,"18,53"
15/4/2016,"25,19"
14/4/2016,"25,14"
13/4/2016,"22,35"
12/4/2016,"21,49"
11/4/2016,"17,54"
10/4/2016,"8,53"
9/4/2016,"17,83"
8/4/2016,"20,96"
7/4/2016,"22,74"
6/4/2016,"27,80"
5/4/2016,"21,56"
4/4/2016,"27,96"
3/4/2016,"13,94"
2/4/2016,"27,22"
1/4/2016,"32,59"
31/3/2016,"23,18"
30/3/2016,"30,83"
29/3/2016,"30,47"
28/3/2016,"14,18"
27/3/2016,"13,25"
26/3/2016,"20,19"
25/3/2016,"26,61"
24/3/2016,"28,31"
23/3/2016,"30,11"
22/3/2016,"34,64"
21/3/2016,"36,00"
20/3/2016,"34,86"
19/3/2016,"37,61"
18/3/2016,"43,77"
17/3/2016,"41,45"
16/3/2016,"35,36"
15/3/2016,"41,62"
14/3/2016,"36,54"
13/3/2016,"24,05"
12/3/2016,"28,22"
11/3/2016,"30,87"
10/3/2016,"20,50"
9/3/2016,"21,46"
8/3/2016,"29,98"
7/3/2016,"25,29"
6/3/2016,"13,36"
5/3/2016,"10,68"
4/3/2016,"19,84"
3/3/2016,"25,60"
2/3/2016,"23,05"
1/3/2016,"29,46"
29/2/2016,"21,11"
28/2/2016,"6,68"
27/2/2016,"5,79"
26/2/2016,"25,46"
25/2/2016,"26,92"
24/2/2016,"30,42"
23/2/2016,"32,89"
22/2/2016,"39,14"
21/2/2016,"23,82"
20/2/2016,"33,22"
19/2/2016,"37,73"
18/2/2016,"36,70"
17/2/2016,"37,92"
16/2/2016,"32,01"
15/2/2016,"18,42"
14/2/2016,"6,49"
13/2/2016,"9,19"
12/2/2016,"24,24"
11/2/2016,"32,18"
10/2/2016,"27,54"
9/2/2016,"23,81"
8/2/2016,"29,72"
7/2/2016,"16,15"
6/2/2016,"27,87"
5/2/2016,"37,71"
4/2/2016,"34,14"
3/2/2016,"33,48"
2/2/2016,"42,56"
1/2/2016,"44,14"
31/1/2016,"32,70"
30/1/2016,"38,17"
29/1/2016,"45,52"
28/1/2016,"47,26"
27/1/2016,"43,49"
26/1/2016,"49,14"
25/1/2016,"45,92"
24/1/2016,"34,44"
23/1/2016,"42,46"
22/1/2016,"47,24"
21/1/2016,"51,11"
20/1/2016,"53,07"
19/1/2016,"52,02"
18/1/2016,"42,39"
17/1/2016,"37,26"
16/1/2016,"35,13"
15/1/2016,"39,25"
14/1/2016,"36,93"
13/1/2016,"40,58"
12/1/2016,"35,88"
11/1/2016,"25,73"
10/1/2016,"11,70"
9/1/2016,"28,13"
8/1/2016,"33,76"
7/1/2016,"28,45"
6/1/2016,"15,88"
5/1/2016,"31,77"
4/1/2016,"30,46"
3/1/2016,"18,48"
2/1/2016,"30,73"
1/1/2016,"27,33"
31/12/2015,"47,56"
30/12/2015,"40,50"
29/12/2015,"47,07"
28/12/2015,"35,62"
27/12/2015,"28,47"
26/12/2015,"41,94"
25/12/2015,"45,33"
24/12/2015,"48,42"
23/12/2015,"57,07"
22/12/2015,"55,01"
21/12/2015,"56,86"
20/12/2015,"45,83"
19/12/2015,"47,61"
18/12/2015,"55,85"
17/12/2015,"55,73"
16/12/2015,"55,66"
15/12/2015,"50,24"
14/12/2015,"52,20"
13/12/2015,"47,10"
12/12/2015,"60,48"
11/12/2015,"62,80"
10/12/2015,"64,02"
9/12/2015,"60,23"
8/12/2015,"53,83"
7/12/2015,"47,47"
6/12/2015,"50,34"
5/12/2015,"59,77"
4/12/2015,"64,23"
3/12/2015,"61,91"
2/12/2015,"66,41"
1/12/2015,"65,36"
30/11/2015,"60,32"
29/11/2015,"49,45"
28/11/2015,"47,05"
27/11/2015,"54,60"
26/11/2015,"50,03"
25/11/2015,"50,92"
24/11/2015,"59,62"
23/11/2015,"58,52"
22/11/2015,"38,31"
21/11/2015,"28,43"
20/11/2015,"49,53"
19/11/2015,"58,16"
18/11/2015,"58,14"
17/11/2015,"56,36"
16/11/2015,"56,83"
15/11/2015,"48,00"
14/11/2015,"50,23"
13/11/2015,"55,11"
12/11/2015,"60,15"
11/11/2015,"59,85"
10/11/2015,"59,44"
9/11/2015,"58,19"
8/11/2015,"40,45"
7/11/2015,"50,44"
6/11/2015,"53,43"
5/11/2015,"49,42"
4/11/2015,"50,05"
3/11/2015,"47,82"
2/11/2015,"44,71"
1/11/2015,"32,40"
31/10/2015,"45,54"
30/10/2015,"46,77"
