OMIE - Mercado de electricidad,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Tecnologias que marcan el precio marginal del mercado diario,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Dia,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
30/03/21,RE,HI,HI,HI,HI,HI,HI,RE,RE,HI,BG,HI,BG,RE,RE,RE,RE,BG,BG,HI,HI,HI,HI,HI
31/03/21,HI,HI,RE,HI,HI,HI,NaN,HI,RE,HI,HI,HI,HI,BG,RE,RE,RE,HI,HI,BG,HI,HI,HI,HI
01/04/21,HI,RE,RE,HI,RE,HI,RE,HI,BG,HI,NaN,HI,RE,RE,HI,RE,RE,TCC,HI,HI,HI,HI,BG,HI
02/04/21,BG,HI,HI,HI,HI,HI,HI,BG,HI,BG,HI,HI,TCC,TCC,HI,RE,RE,RE,RE,RE,HI,NaN,HI,HI
03/04/21,HI,RE,RE,HI,RE,RE,HI,RE,HI,HI,HI,HI,RE,RE,RE,RE,RE,RE,RE,RE,HI,HI,RE,HI
04/04/21,HI,RE,RE,RE,RE,RE,HI,RE,NaN,NaN,RE,RE,RE,RE,RE,RE,NaN,RE,RE,RE,HI,RE,HI,HI
05/04/21,HI,RE,RE,RE,RE,HI,RE,RE,HI,NaN,BG,HI,HI,HI,TCC,RE,RE,RE,RE,HI,HI,BG,HI,HI
06/04/21,NaN,HI,RE,RE,RE,RE,HI,BG,HI,HI,HI,BG,HI,HI,HI,HI,RE,RE,BG,HI,BG,HI,HI,BG
07/04/21,HI,BG,HI,HI,HI,HI,HI,TCC,HI,BG,TCC,BG,HI,HI,TCC,HI,NaN,HI,HI,HI,HI,HI,NaN,HI
08/04/21,HI,RE,NaN,HI,TCC,HI,HI,HI,BG,BG,HI,RE,NaN,BG,HI,HI,HI,HI,HI,HI,HI,RE,HI,HI
09/04/21,HI,HI,HI,HI,HI,HI,HI,HI,TCC,BG,HI,HI,HI,TCC,HI,HI,HI,RE,HI,HI,BG,HI,HI,HI
10/04/21,HI,HI,TCC,HI,HI,HI,HI,HI,HI,HI,HI,HI,HI,BG,HI,HI,TCC,HI,HI,HI,HI,HI,HI,TCC
11/04/21,HI,HI,HI,HI,HI,HI,HI,RE,HI,HI,RE,HI,HI,RE,RE,RE,HI,RE,RE,BG,HI,HI,HI,HI
12/04/21,HI,HI,RE,RE,RE,HI,HI,HI,HI,HI,HI,HI,TER,TER,HI,HI,HI,HI,BG,HI,HI,NaN,HI,TCC
13/04/21,HI,HI,HI,RE,HI,HI,HI,HI,BG,HI,HI,HI,RE,HI,HI,HI,HI,HI,HI,HI,HI,HI,HI,HI
14/04/21,RE,NaN,HI,RE,HI,HI,HI,TCC,BG,BG,NaN,TCC,HI,HI,HI,TCC,TCC,HI,NaN,TCC,HI,HI,HI,NaN
15/04/21,HI,HI,HI,HI,HI,HI,HI,HI,RE,HI,HI,HI,HI,TER,TCC,HI,HI,HI,TCC,HI,HI,RE,HI,TCC
16/04/21,HI,RE,HI,HI,HI,HI,NaN,HI,HI,HI,HI,HI,NaN,HI,HI,HI,HI,TCC,HI,HI,HI,RE,HI,HI
17/04/21,HI,HI,HI,HI,HI,HI,HI,HI,HI,HI,HI,HI,HI,HI,HI,HI,HI,HI,HI,RE,HI,HI,HI,HI
18/04/21,HI,HI,HI,HI,HI,HI,HI,HI,HI,HI,HI,HI,HI,HI,HI,RE,RE,HI,HI,HI,HI,HI,BG,HI
19/04/21,HI,HI,HI,HI,HI,TCC,HI,HI,HI,HI,HI,HI,HI,NaN,HI,HI,HI,TCC,TCC,HI,HI,BG,HI,HI
20/04/21,TCC,NaN,TCC,NaN,NaN,RE,NaN,RE,BG,NaN,HI,HI,TCC,HI,TCC,HI,TCC,TER,HI,HI,HI,BG,HI,NaN
21/04/21,HI,HI,HI,HI,HI,TCC,HI,HI,BG,NaN,HI,HI,TCC,NaN,TCC,HI,HI,TCC,NaN,HI,HI,HI,BG,TCC
22/04/21,TCC,TCC,TCC,TER,HI,HI,TCC,BG,BG,HI,HI,RE,HI,TCC,HI,HI,TCC,HI,TER,TCC,TCC,BG,HI,HI
23/04/21,HI,HI,HI,HI,TCC,HI,RE,HI,NaN,HI,HI,HI,NaN,HI,RE,HI,TCC,HI,TCC,HI,HI,HI,TCC,HI
24/04/21,HI,HI,HI,HI,HI,HI,HI,HI,HI,HI,RE,HI,HI,HI,RE,RE,RE,RE,HI,HI,RE,BG,HI,HI
25/04/21,HI,HI,HI,HI,HI,HI,HI,HI,HI,HI,HI,HI,RE,RE,HI,RE,RE,RE,HI,HI,BG,HI,HI,HI
26/04/21,NaN,HI,HI,RE,NaN,RE,HI,HI,HI,HI,NaN,BG,HI,HI,TCC,HI,HI,HI,TER,TCC,HI,HI,BG,BG
27/04/21,HI,HI,HI,HI,TCC,BG,HI,HI,HI,HI,BG,HI,HI,HI,HI,HI,HI,HI,HI,HI,BG,BG,NaN,HI
28/04/21,HI,TCC,HI,TCC,NaN,HI,TCC,RE,HI,BG,HI,TCC,HI,RE,HI,HI,TCC,TCC,TCC,TCC,BG,HI,HI,TCC
29/04/21,HI,HI,HI,HI,TCC,HI,TCC,HI,HI,BG,HI,HI,HI,HI,TCC,HI,TCC,HI,RE,RE,HI,RE,BG,HI
30/04/21,NaN,HI,BG,BG,HI,BG,HI,HI,RE,HI,BG,TCC,HI,HI,RE,TCC,HI,HI,RE,HI,BG,HI,TCC,RE
01/05/21,RE,HI,HI,HI,HI,HI,HI,HI,HI,HI,HI,HI,HI,HI,HI,RE,RE,RE,RE,HI,HI,BG,BG,HI
02/05/21,HI,HI,HI,HI,HI,HI,HI,HI,HI,HI,HI,HI,HI,HI,HI,HI,RE,RE,RE,HI,NaN,HI,NaN,HI
03/05/21,HI,RE,RE,RE,HI,HI,TCC,HI,BG,HI,TCC,HI,HI,HI,HI,HI,HI,TCC,HI,BG,BG,BG,BG,HI
04/05/21,NaN,HI,HI,HI,BG,HI,NaN,HI,HI,BG,HI,BG,BG,BG,HI,TCC,TCC,HI,HI,TCC,HI,BG,NaN,BG
05/05/21,NaN,HI,HI,RE,HI,HI,HI,HI,NaN,HI,HI,HI,HI,HI,HI,HI,HI,RE,HI,NaN,BG,RE,BG,RE
06/05/21,RE,HI,TCC,HI,HI,HI,RE,HI,BG,HI,NaN,HI,HI,RE,NaN,HI,HI,HI,HI,RE,HI,HI,BG,HI
07/05/21,NaN,HI,HI,HI,RE,HI,NaN,BG,RE,BG,BG,HI,NaN,HI,HI,RE,HI,HI,HI,BG,HI,HI,HI,HI
08/05/21,HI,HI,HI,HI,HI,HI,HI,HI,RE,HI,RE,RE,HI,RE,RE,RE,RE,RE,RE,RE,HI,HI,HI,RE
09/05/21,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,BG,BG,RE,RE
10/05/21,HI,RE,HI,HI,HI,TCC,HI,HI,HI,HI,HI,HI,HI,HI,RE,HI,RE,RE,BG,NaN,HI,HI,BG,BG
11/05/21,HI,BG,HI,HI,RE,RE,HI,HI,BG,RE,TCC,TCC,TCC,RE,HI,RE,NaN,HI,TCC,RE,HI,HI,HI,HI
12/05/21,HI,RE,HI,RE,RE,RE,HI,RE,RE,BG,RE,TCC,NaN,NaN,RE,RE,RE,RE,NaN,HI,HI,HI,RE,BG
13/05/21,HI,RE,HI,HI,RE,HI,BG,RE,HI,RE,HI,TCC,TCC,RE,HI,HI,HI,HI,HI,HI,RE,HI,HI,BG
14/05/21,HI,NaN,HI,HI,HI,NaN,BG,RE,TCC,HI,NaN,HI,HI,RE,RE,HI,HI,BG,HI,HI,HI,HI,HI,HI
15/05/21,BG,HI,RE,RE,HI,RE,RE,HI,RE,RE,HI,RE,RE,RE,RE,RE,RE,RE,RE,RE,HI,BG,BG,NaN
16/05/21,BG,RE,BG,RE,RE,RE,RE,HI,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,BG,HI,HI,HI,HI
17/05/21,RE,RE,RE,HI,NaN,HI,BG,BG,HI,HI,BG,BG,RE,HI,NaN,HI,HI,BG,TCC,HI,HI,RE,HI,HI
18/05/21,HI,BG,HI,HI,HI,HI,HI,HI,RE,HI,BG,RE,HI,HI,HI,TCC,TCC,HI,HI,HI,HI,RE,HI,RE
19/05/21,RE,HI,TCC,HI,RE,RE,NaN,HI,HI,HI,HI,HI,NaN,RE,HI,RE,HI,RE,HI,HI,HI,RE,RE,RE
20/05/21,HI,TCC,RE,TCC,NaN,RE,HI,HI,HI,HI,TCC,TCC,TCC,TCC,RE,HI,RE,HI,HI,RE,BG,NaN,BG,HI
21/05/21,HI,HI,HI,HI,HI,HI,BG,HI,NaN,HI,TCC,TCC,HI,HI,HI,RE,RE,RE,RE,TCC,HI,NaN,TCC,RE
22/05/21,HI,HI,HI,HI,HI,HI,RE,HI,BG,HI,HI,BG,HI,RE,HI,RE,RE,RE,RE,RE,HI,HI,HI,HI
23/05/21,NaN,RE,NaN,NaN,HI,HI,HI,HI,HI,NaN,HI,BG,BG,BG,HI,RE,HI,HI,HI,HI,RE,BG,BG,HI
24/05/21,HI,RE,RE,RE,RE,RE,HI,BG,TCC,BG,RE,HI,HI,HI,RE,RE,RE,RE,HI,HI,TCC,HI,HI,HI
25/05/21,NaN,TCC,RE,TCC,TCC,TCC,HI,BG,HI,NaN,HI,BG,TCC,HI,HI,RE,RE,HI,HI,TCC,HI,HI,HI,TCC
26/05/21,HI,NaN,NaN,HI,HI,HI,HI,TCC,BG,HI,HI,NaN,HI,NaN,HI,HI,TCC,NaN,HI,TCC,HI,RE,HI,TCC
27/05/21,RE,HI,HI,HI,HI,HI,HI,HI,BG,BG,HI,HI,RE,TCC,HI,HI,HI,RE,HI,HI,HI,BG,HI,HI
28/05/21,HI,HI,HI,HI,HI,HI,HI,HI,HI,HI,HI,HI,HI,HI,TCC,TCC,TCC,TCC,RE,HI,BG,HI,HI,HI
29/05/21,HI,NaN,HI,HI,HI,HI,HI,HI,HI,TCC,HI,TCC,HI,HI,HI,HI,HI,HI,HI,HI,HI,HI,TCC,HI
30/05/21,HI,HI,HI,HI,RE,HI,HI,HI,RE,HI,HI,HI,HI,HI,HI,HI,HI,HI,HI,HI,HI,HI,HI,HI
31/05/21,HI,HI,NaN,HI,RE,RE,HI,RE,NaN,HI,HI,HI,HI,HI,HI,TCC,TCC,TCC,HI,TCC,HI,HI,HI,HI
01/06/21,NaN,HI,HI,HI,HI,NaN,BG,HI,TCC,HI,RE,RE,RE,TCC,NaN,HI,RE,HI,HI,HI,RE,BG,HI,BG
02/06/21,TCC,RE,HI,HI,HI,HI,HI,HI,HI,TCC,HI,HI,TCC,TCC,NaN,HI,HI,HI,HI,TCC,HI,HI,HI,TCC
03/06/21,HI,TCC,TCC,TCC,TCC,HI,RE,HI,NaN,HI,TCC,NaN,NaN,TCC,HI,HI,TCC,HI,BG,TCC,HI,HI,HI,HI
04/06/21,RE,TCC,RE,NaN,TCC,TCC,TCC,HI,HI,HI,TCC,TCC,TCC,TCC,TCC,TCC,RE,TCC,TCC,HI,HI,TCC,TCC,RE
05/06/21,TCC,RE,HI,HI,HI,HI,HI,HI,TCC,RE,TCC,TCC,HI,TCC,HI,TCC,TCC,TCC,TCC,TCC,HI,HI,HI,NaN
06/06/21,HI,TCC,HI,HI,HI,HI,HI,HI,HI,HI,RE,RE,RE,HI,RE,HI,HI,HI,HI,HI,HI,HI,HI,HI
07/06/21,TCC,HI,HI,HI,HI,TCC,HI,HI,HI,HI,HI,NaN,NaN,TCC,TCC,TCC,TCC,HI,TCC,HI,HI,TCC,HI,HI
08/06/21,NaN,TCC,HI,TCC,HI,HI,HI,HI,BG,HI,TCC,HI,TCC,NaN,TCC,TCC,TCC,TCC,HI,HI,TCC,TCC,HI,TCC
09/06/21,HI,RE,HI,HI,TCC,TCC,TCC,HI,HI,TCC,TCC,TCC,TCC,TCC,TCC,NaN,TCC,HI,HI,HI,HI,HI,HI,RE
10/06/21,HI,NaN,HI,HI,HI,HI,HI,HI,BG,RE,TCC,NaN,HI,HI,TCC,RE,HI,RE,HI,HI,HI,HI,HI,TCC
11/06/21,TCC,NaN,RE,HI,HI,HI,HI,NaN,HI,TCC,HI,HI,TCC,HI,HI,HI,NaN,NaN,HI,HI,HI,HI,HI,TCC
12/06/21,HI,HI,HI,HI,HI,HI,HI,HI,HI,HI,HI,RE,RE,RE,HI,HI,HI,HI,HI,HI,HI,TCC,HI,HI
13/06/21,TCC,NaN,HI,NaN,TCC,TCC,TCC,TCC,TCC,HI,RE,HI,RE,RE,HI,HI,HI,HI,HI,HI,HI,HI,NaN,HI
14/06/21,HI,TCC,HI,RE,HI,HI,HI,HI,HI,BG,HI,HI,HI,HI,HI,TCC,TCC,TCC,HI,BG,HI,NaN,HI,HI
15/06/21,NaN,RE,TCC,HI,HI,TCC,NaN,HI,HI,HI,BG,HI,HI,HI,HI,HI,HI,HI,TCC,HI,RE,HI,TCC,HI
